"","ID","date","url","title","source","duplicate","body"
"1","1030112582","2018-12-31","https://www.siasat.com/news/iraqi-education-minister-shaima-khalil-resigns-over-alleged-isis-links-1451762/","Iraqi education minister Shaima Khalil resigns over alleged ISIS links - The Siasat Daily","The Siasat Daily",FALSE,"Baghdad: The newly appointed Iraq's education minister Shaima Khalil Al-Hayali has resigned over allegations that he has links with ISIS. It was alleged that her brother was a leader with Daesh. Shaima resigned just days after she was handed the post.

The scandal came as a blow to Prime Minister Adel Abdul Mahdi who has still not completed his Cabinet. The Parliament's main political blocs are divided over the key positions.

The parliament approved Shaima Khalil Al-Hayali as education minister last week, however, she had not yet taken the ministerial oath.

She resigned on Saturday after intelligence information emerged that her brother was a Daesh leader in Mosul during 2014 and 2016."
"3","1028164029","2018-12-28","http://www.newindianexpress.com/states/kerala/2018/dec/28/protests-against-jaleel-to-be-intensified-1917482.html","Protests against Kerala Higher Education Minister K T Jaleel to be intensified","The New Indian Express",FALSE,"MALAPPURAM: After a break, protests demanding Higher Education Minister K T Jaleel's resignation have started again in the district. The Youth Congress state committee on Thursday took out a march to Jaleel's house at Kavumpuram near Valanchery.

Named 'long march,' the protest rally started from Changuvetty and culminated at Kavumpuram where Youth Congress workers blocked road for almost two hours. Youth Congress leader Riyas Mukkoli said the protests would continue until Jaleel quits. The organisation plans to expand the protests to other districts and dharnas will be organised in front of all district collectorates on January 14. Besides, a march will be taken out to the office of the Kerala State Minorities Development Finance Corporation at Nadakkavu in Kozhikode.

Thursday's rally was attended by around 15,00 Youth Congress workers. A P Anilkumar MLA flagged off the rally from Changuvetty. KPCC secretary V A Khareem presided over. DCC president V V Prakash inaugurated the siege in front of Jaleel's house.

The Muslim Youth League has decided to strengthen protests against Jaleel. ""We have approached the VACB seeking the outcome of a complaint lodged with it. We have plans to approach the court seeking action against the corrupt minister,"" Youth League state general secretary P K Firos said."
"4","1026412755","2018-12-25","http://risingkashmir.com/news/uttarakhands-education-minister-meets-guv","Uttarakhand's Education Minister meets Guv","RisingKashmir",FALSE,"Arvind Pandey, Minister for Education, Uttarakhand State, accompanied by Balraj Pasi, former Member Parliament from Uttarakhand, met Governor Satya Pal Malik at the Raj Bhavan here on Tuesday.

According to an official, Pandey and Governor discussed a range of issues relating to the interventions required in the Education sector to make it responsive to the job market and ways and means to enhance enrolment in schools and provide quality infrastructure for improving the overall literacy rate in India.

They discussed the crucial importance of promoting sports and other extra- curricular activities and providing ample opportunities to youth for their holistic development, the official added."
"5","1019723398","2018-12-16","https://www.ptcpunjabi.co.in/sirjanhari-award-ceremony-live-updates-former-education-minister-daljit-singh-cheema-ceremony/","Sirjanhari Award Ceremony LIVE updates : Former Education Minister Daljit Singh Cheema is here at ceremony - PTC Punjabi Sirjanhari Award Ceremony LIVE updates : Former Education Minister Daljit Singh Cheema is here at ceremony","PTC Punjabi",FALSE,"Sirjanhari Award Ceremony LIVE updates : Former Education Minister Daljit Singh Cheema is here at ceremony

Role of today's women is boundless, be it at home front or in the commercial setting. With an idea to promote women's who have excelled in different areas of life with their confidence and strength despite their struggles in life.""Nanhi Chaan Charitabale Trust""on the completion of its 10 years will felicitate the women's who have excelled in different areas of life."
"6","1016418470","2018-12-12","https://freepresskashmir.com/2018/12/12/delhi-education-minister-manish-sisodia-orders-probe-into-reprehensible-law-exam-question-with-communal-overtones/","Delhi Education Minister Manish Sisodia orders probe into 'reprehensible' law exam question with 'communal overtones'","Free Press Kashmir",FALSE,"A day after a report revealed a controversial question was put in a law exam paper for third semester examinees of Guru Gobind Singh Indraprastha University (GGSIPU), Education Minister of Delhi, Manish Sisodia ordered a probe, asking how a ""reprehensible"" question with ""communal overtones"" could be asked.

A report regarding the same is to be given within five days. The university has also separately launched an internal probe into the matter.

First reported by Indian Express, the question in the exam paper read as follows: ""Ahmed, a Muslim, kills a cow in a market in the presence of Rohit, Tushar, Manav and Rahul, who are Hindus. Has Ahmed committed any offence?"". The paper appeared on December 7.

IMAGE TWEETED BY BILAL ANWAR.

On Tuesday, Sisodia wrote to the Higher Education Secretary: ""It has been brought to my notice through media reports that a highly objectionable question was asked in the LLB third semester exam in the college, namely School Law at Narela, affiliated to GGSIPU. How could such a reprehensible question with a communal overtone be framed for an LLB exam? Secretary (Higher Education) to get the matter inquired into and status report be sent to the undersigned within five days.""

GGSIPU had on Monday said that they had retrospectively ""deleted"" the question and would not be marking students based on it.

(With inputs from Indian Express)

Related Items:Cow, education, Examination, India, law, MANISH SISODIA, Muslim Recommended for you #MeToo: Filmmaker Sajid Khan faces one-year suspension by IFTDA Indian Assembly Elections: MP CM Shivraj tenders resignation, BSP, SP to support Congress in forming govt Indian Assembly elections: Congress beats BJP in three states, emerges single largest party in MP with 114 seats"
"7","1016064894","2018-12-11","https://indianexpress.com/article/education/delhi-education-minister-manish-sisodia-orders-probe-into-communal-law-exam-question-5489105/","Delhi education minister Manish Sisodia orders probe into 'communal' law exam question","The Indian Express",FALSE,"A contentious question posed to law students at Guru Gobind Singh Indraprastha University (GGSIPU) has prompted Education Minister Manish Sisodia to order a probe into how a ""reprehensible"" question with ""communal overtones"" could be asked. A report has been sought within five days. The GGSIPU has also launched an internal probe into the matter.

As reported by The Indian Express, the question -- ""Ahmed, a Muslim, kills a cow in a market in the presence of Rohit, Tushar, Manav and Rahul, who are Hindus. Has Ahmed committed any offence?"" -- was asked to third semester law students in their Law of Crimes-I paper at Chandra Prabhu Jain College of Higher Studies & School of Law on December 7.

Also Read: Law exam paper: If a Muslim kills a cow...

On Tuesday, Sisodia wrote to the Higher Education Secretary: ""It has been brought to my notice through media reports that a highly objectionable question was asked in the LLB third semester exam in the college, namely School Law at Narela, affiliated to GGSIPU. How could such a reprehensible question with a communal overtone be framed for an LLB exam? Secretary (Higher Education) to get the matter inquired into and status report be sent to the undersigned within five days.""

GGSIPU had on Monday said that they had retrospectively ""deleted"" the question and would not be marking students based on it."
"8","1011509687","2018-12-05","http://www.newindianexpress.com/states/kerala/2018/dec/05/expert-panel-set-up-to-streamline-higher-edu-1907315.html","Expert panel set up to streamline higher education: Minister KT Jaleel","The New Indian Express",FALSE,"THIRUVANANTHAPURAM: An expert panel consisting of pro-vice-chancellors (PVC) from the state's varsities has been set up by the government for devising a common academic calendar to ensure timely conduct of varsity examinations and announcement of results, Higher Education Minister KT Jaleel informed the Assembly on Tuesday.

The higher education sector will witness major changes, once the common academic calendar comes into existence, he said. According to the minister, the authorities are exploring the possibility of informing examination results to students and parents via mobile phones. The moves under way to turn institutions into centres of excellence will give a fillip to research programmes, Jaleel said.

Engg education quality hit

Jaleel told the House mushrooming of engineering colleges coupled with understaffed faculty have resulted in a slide in the quality of education provided by them. Though, the existing guidelines allow only those with MTech/ PhD to be appointed as faculty members, many colleges had to recruit BTech holders as teachers due to manpower shortage.He also directed the colleges to establish internal quality assurance cell to maintain quality in education. ""Syllabus revision will take place from next academic year,"" he said."
"9","1010952251","2018-12-05","https://www.mid-day.com/articles/protesting-teachers-assured-of-meeting-with-punjab-education-minister-o-p-soni/20055168","Protesting teachers assured of meeting with Punjab Education minister O P Soni","mid-day",FALSE,"On the demand of the Morcha to cancel the transfers and suspensions of their leaders, Soni said after completing the required course of action, the transfers and suspensions would be scrapped

Punjab Education minister O P Soni Tuesday assured protesting teachers of arranging a meeting with Chief Minister Amarinder Singh to address their issues.

The minister met a group of teachers protesting under the banner of the Sanjha Adhiapak Morcha and told them that the meeting will take place on December 16 or 17 after the assembly session commences on December 13. He also advised them to end their agitation and resolve the issues through dialogue. On the demand of the Morcha to cancel the transfers and suspensions of their leaders, Soni said after completing the required course of action, the transfers and suspensions would be scrapped.

Teachers have been protesting against the Punjab government's decision to fix their monthly salary at Rs 15,000 during their probation period of three years for regularisation of their jobs. Currently, contractual teachers in Punjab get Rs 42,300 per month. On October 3, the Punjab Cabinet had given its go ahead to the regularization of the services of 8,886 teachers recruited under Sarv Shiksha Abhiyan (SSA) and Rashtriya Madhyamik Shiksha Abhiyan (RMSA), as well Adarsh and Model Schools."
"10","1009596184","2018-12-03","https://www.outlookindia.com/website/story/jingling-sound-of-anklets-can-distracts-boys-says-tn-education-minister/321132","'Jingling Sound Of Anklets Can Distracts Boys', Says TN Education Minister","http://outlookindia.com/",FALSE,"Tamil Nadu Minister for School Education KA Sengottaiyan's remarks during a recent visit to his assembly constituency to distribute free cycles to school students has left many bewildered.

Sengottaiyan said that ""jingling sound of anklets distracts boys,"" in response to reports that girl students in state-run schools were prohibited from wearing anklets and flowers.

When asked if the Department had made an announcement to this effect, he was not aware of any such development.

He, however, went on to provide an explanation for the reported ban.

""When someone wears rings and complains that it has gone missing, it will create a mental bitterness about who has stolen them. When anklets are worn and the jingling sound is heard, there could be a difference in the studies of boy students. There is no objection to any girl students wearing flowers though,"" The News Minute quoted Sengottaiyan as saying.

There has been no official response from the school department yet."
"11","1009097130","2018-12-03","https://www.indiatoday.in/india/story/clinking-sound-of-anklets-can-distract-boys-says-tamil-nadu-education-minister-ka-sengottaiyan-1401208-2018-12-03","Clinking sound of anklets can distract boys, says TN education minister","India Today",FALSE,"Anklets should be banned, they can affect boys' studies and concentration: Sengottaiyan

The minister for school education in the Tamil Nadu government, KA Sengottaiyan, has said ""the clinking sound of anklets distracts boys"", in response to reports that wearing anklets and rings was prohibited for girls in the state-run schools.

Sengottaiyan was speaking to mediapersons at Gobichettipalayam on Sunday, after attending a function where free bicycles were given to Class XI and XII students.

ALSO READ | Ban pizza, burger, other junk food on college campuses, says UGC

When the education minister was quizzed about reports that the education department of the state had announced a ban on girls wearing rings, flowers and anklets to the schools, Sengottaiyan said that he had not come across any such development.

He, however, went on to furnish an explanation to the reported ban.

""Rings can be banned. They can go missing. Flowers, I am sure, would not be banned,"" he said, adding, ""anklets should be banned. The clinking sound can distract boys. It can affect their studies and concentration.""

ALSO READ | This college in Uttar Pradesh has banned mobile phones in premises

ALSO READ | No entry in Delhi schools if students come from 'banned' groups"
