"","relevant","body","title","ID","date","url","source","duplicate"
"3843","","Bolangir: A primary school headmaster in Bolangir district has been suspended for engaging school students to cook food for teachers.

Pitambar Koenda, headmaster of Kapisala UP School, has been placed under suspension by Block Education Officer Akhil Deep. The move comes after villagers complained against the headmaster for pressing the school students for his personal works.

A class VIII student of the school sustained scald injury while cooking food for the teachers. When the villagers came to know about it, they demanded strict action against the teachers.

Following this, the BEO visited the school and suspended the headmaster along with the transfer of three other teachers.","Primary School Headmaster Suspended For Engaging Students In Personal Work - Pragativadi: Leading Odia Dailly","995921209","2018-11-16","http://pragativadi.com/primary-school-headmaster-suspended-for-engaging-students-in-personal-work/","pragativadi.com",FALSE
"3844","","Agra: Six months after the new session started, around 37% students of the basic education department are yet to receive shoes. So far, according to a rough estimate, 1.5 lakh out of 2.38 lakh students enrolled in the state's government-run primary and junior high schools are attending classes in slippers. However, official records say that shoe distribution in schools has been completed.

According to sources, a majority of the shoes that the department provided didn't fit the students. As a result, students come to schools in slippers on cold mornings. Principals have written to the Basic Shiksha Adhikari (BSA) for replacements, but to no avail.

Last month, assistant education director (basic) Avadh Kishor Singh conducted inspections in primary schools of the district and expressed discontent over students not being provided with shoes even after much delay. He asked the BSA, Anand Prakash, to take time-bound action in the matter and submit the report to him. The BSA in turn asked 15 block education officers to send details of the students who needed replacements, but only one of the officers has responded so far.

District general secretary of the primary teachers' association, Brajesh Dixit, said, ""There are 2,086 primary schools and 872 junior high schools in the district. Nearly 50 percent students enrolled in these schools have no shoes. Due to mismanagement on part of officials, a majority of the shoes supplied to the school didn't fit and were returned for replacement. But even after much delay, the process has not been completed. The matter has been raised with officials several times. Over 1.5 lakh students continue to come to schools without proper shoes.""

BSA Anand Prakash said, ""Shoes have been supplied in all the schools. Block education officers have been directed to sort out size-related issues in a time-bound manner. Soon, inspections will be made to check availability of proper school dresses and shoes with students"".","Over 1.5 lakh primary school students have no shoes this winter - Times of India","994485117","2018-11-14","https://timesofindia.indiatimes.com/city/agra/over-1-5-lakh-primary-school-students-have-no-shoes-this-winter/articleshow/66624694.cms","The Times of India",FALSE
"3845","","A skeleton was found in the toilet tank of a primary school of Municipal Corporation in Delhi. The skeleton was found by labourers in the Mukhmelpur village of Alipur area in northwest Delhi.

While laying the line of the new toilet next to the old restroom, the labourers found the male skeleton lying in the tank. In the tank, they also found Human skulls some bones lying in the tank.

It is still not known how old this skeleton and are still attempting to figure out the identity of it.","Delhi: Skeleton found inside tank of MCD primary school | ABP News Videos","977999175","2018-10-25","https://www.abplive.in/videos/delhi-skeleton-found-inside-tank-of-mcd-primary-school-772026","ABP Live",FALSE
"3846","","New Delhi: A skeleton was found in the toilet tank of a primary school of Municipal Corporation in Delhi. The skeleton was found by labourers in the Mukhmelpur village of Alipur area in northwest Delhi.

Related

While laying the line of the new toilet next to the old restroom, the labourers found the male skeleton lying in the tank. In the tank, they also found Human skulls some bones lying in the tank.

It is still not known how old this skeleton and are still attempting to figure out the identity of it.

Watch ABP News report here -

For INDIA News Follow us on Facebook, Twitter, Google+ and for news updates download our News App.

Tags: Delhi","Delhi: Human skeleton found inside tank of MCD primary school","977974882","2018-10-25","https://www.abplive.in/india-news/delhi-human-skeleton-found-inside-tank-of-mcd-primary-school-771971","ABP Live",FALSE
"3847","","The Green Hotel Charities Advisory Trust on a mission to donate books to Govt. Schools

Mysuru: A 15-Member 'Knit For Peace' team from England, led by The Green Hotel Charities Advisory Trust Director Dame Hilary Blume visited the Government Urdu Higher Primary School at Nachanahalli Palya on Manandavadi Road here this morning and saw the progress of the children studying in the school.

The Trust, which runs a group of hotels, ploughs all its profits into charitable activities and as part of this, recently donated books to the Library of the school. The Trust is working in co-ordination with RLHP (Rural Literacy and Health Programme), a voluntary Non-Government Organisation (NGO) that identifies the beneficiaries for such programmes.

The Head Mistress of the School Syeda Sadaq Unissa welcomed the team and showed them around the school. She said that the school is run in a rented building with 93 children from standard one to seven studying.

The team asked the children whether the books donated were useful to them and the children replied that inspiring books on the leaders of the nation like Mahatma Gandhi, Dr. A.P.J. Abdul Kalam, Lal Bahadur Shastri, freedom fighters like Tipu Sultan and Kittur Rani Channamma were all useful, when they read about them.

RLHP Director Saraswathi, who is coordinating the programme, told Star of Mysore that the Trust, whose main focus was on health and education, had so far given books to the libraries in nearly 100 schools in Mysuru, Mandya and Chamarajanagar districts through RLHP and nearly 15,000 children had been benefited. The team also saw the kitchen and the kind of food provided to the students and enquired about the children's background, she added.","'Knit For Peace' team from England visits Urdu Primary School - Star of Mysore","976476902","2018-10-23","https://starofmysore.com/knit-for-peace-team-from-england-visits-urdu-primary-school/","starofmysore.com",FALSE
"3848","","HYDERABAD: The Hyderabad High Court has quashed the Education Department's order to seal and strip Azaan International School, Tolichowki, of its recognition after the parents of two students alleged that their wards had been raped on campus.

The court, which was looking into a writ petition filed by the school management, said the department had not ""properly considered"" the explanation given by the institution and instructed officials to ""suspend"" proceeding pertaining to the closure of pre-primary classes of the school and ""unlock the school and handover the keys"".

It may be recalled that the management had responded to a series of notices issued by the department, none of which the latter found satisfactory. Finally, the school was declared guilty of violating government and CBSE norms.

Surprisingly, though the court order was issued on October 10, higher officials of the Education Department were either unaware of the development or unavailable for comment.

Meanwhile, the group of parents who had met the academic director of the school under the aegis of Azaan International School Parents Association earlier this week were reassured that classes would commence soon. Several parents Express spoke to said they would not be convinced about the security standards of the school unless it implemented the 33-point charter of demands they had submitted to the management.","Hyderabad: Azaan International School likely to resume pre-primary classes soon","974632069","2018-10-21","http://www.newindianexpress.com/cities/hyderabad/2018/oct/21/hyderabad-azaan-international-school-likely-to-resume-pre-primary-classes-soon-1887978.html","The New Indian Express",FALSE
"3849","","A teachers' forum has sought the removal of chairperson of DSSSB, which conducted the exam for recruitment of primary teachers for Municipal Corporation of Delhi on Saturday.(AFP File/ Representative image)

The SC/ST/OBC teachers' forum in the national Capital has demanded the removal of the chairperson of the board that conducts recruitment exams for the Delhi government over a question involving a derogatory term referring to a particular community.

The Delhi Subordinate Services Selection Board (DSSSB) had allegedly included the controversial question in an exam conducted on Saturday for hiring primary teachers.

According to candidates who wrote the exam, the Hindi section of all the four sets of the question paper had a 'casteist question'. ""I was aghast to see the question. Use of such language in an exam for recruiting teachers shows the deeply entrenched casteism among people sitting in the authority,"" a candidate, who wished to remain anonymous, said.

Another candidate said that by asking such questions, the board has ""hurt the sentiments of their community"". ""We are upset over the insensitivity of the board and we demand an apology from them. It's highly irresponsible of them to use such casteist language in a teachers' recruitment exam,"" he said.

The DSSSB, however, cited 'inadvertent error' behind the incident. ""It has been brought to the notice of the DSSSB that in the recent recruitment exam for the post of MCD primary teachers, a question having casteist undertone appeared due to an inadvertent error. It is clarified that the procedure of paper setting is highly confidential and secretive in nature and the contents of the paper are not shared with the board officials. The contents of the paper are revealed for the very first time before the candidates only,"" the board said in a statement.

The members of SC/ST/OBC teachers' forum on Sunday wrote to the President, the Prime Minister, Union home minister, Delhi education minister and lieutenant governor demanding removal of DSSSB chairperson. ""We demand immediate action against the chairperson and also an assurance that such insensitivity will not be repeated in the future. Otherwise, we will launch a massive protest,"" said Hansraj Suman, a member of the forum. The forum has also called an emergency meeting on Tuesday.

He accused the board of 'deliberately' using the remark. ""The board could have used any question from the wide literature available in Hindi language. But they instead put a caste-based question in the paper. It only exposed their mentality,"" said Suman.

The board holds teachers' recruitment exam for government schools in Delhi.

Delhi SC/ST welfare minister Rajendra Pal Gautam also condemned the incident and demanded an explanation from the board. ""I will meet the Delhi Chief Secretary on Monday to discuss this issue. The services department is still under the L-G of Delhi, which is the governing body of DSSSB. The department has to now come clean on what made them agree to induct such a shoddy question,"" he said.

The board also said they are taking measures to sensitise the paper setters.","'Casteist question' in Delhi board's exam for primary school teachers causes uproar","969555147","2018-10-15","https://www.hindustantimes.com/delhi-news/casteist-question-in-delhi-board-s-exam-for-primary-school-teachers-causes-uproar/story-2Y3WqsVFejiT4O5pUA9QaN.html","Hindustan Times",FALSE
"3850","","LUCKNOW: Recovery of dummy cartridges and rifles from storeroom of a primary school in Narhi created sensation on Friday morning as news of the recovery went viral on social media. The room had been locked for years and was opened on Friday. Police reached the spot and clarified that they were dummy cartridges and rifles used to impart training.

Police said that shiksha adhikari Archana Yadav had reached the primary school in Narhi around 11am to get renovation started.

When the store room locked for over 30 years was opened, two boxes were found from which cartridges and rifles were recovered. Yadav informed police and circle officer Hazratganj and SHO reached the spot.

CO Abhay Mishra said that after inspection of over 100 cartridges, it was found that they were used for imparting training. He said that all the artefacts recovered were checked properly and handed to school authorities.""Since these are not life-threatening, they are property of the school. The DM will be the right person to decide who is the legal custodian,"" he said.

Yadav told TOI that the school was over 100 years old and was last renovated in 2000. We have learnt that the rifles and cartridges were used for training students who were part of 'Raksha Dal' as weapon training was part of their curriculum. The unit was functional till 1965,"" she said.

Yadav added that a morse code sender, map of United Provinces of 1905 and lamps were also found from the storeroom. ""All the objects will be shifted and a report will be sent to officials,"" she added.","Dummy bullets, rifles found in primary school - Times of India","968378825","2018-10-13","https://timesofindia.indiatimes.com/city/lucknow/dummy-bullets-rifles-found-in-primary-school/articleshow/66190038.cms","The Times of India",FALSE
"3851","","Odisha government Thursday decided to restructure the cadre of primary school teachers and head masters following which the agitating teachers called off their protest.

According to a statement released by the Chief Minister's Office, the primary school teachers will get at least three promotions during their service period.

The move will benefit around 72,563 primary teachers across the state, it said.

School and Mass Education secretary Pradipta Mohapatra said, ""The proposal for cadre restructuring of primary teachers was pending since long. Today, Chief Minister Naveen Patnaik accepted the demand.""

""The government has fulfilled our longstanding demands, including restructuring of cadres, grade pay hike to Rs 2,800 and promotion. Now, we have decided to withdraw our ongoing strike,"" said Odisha Primary Teachers Association president Rajesh Mohanty.

He said the chief minister has accepted the demands of the teachers. After cadre restructuring, the teachers will be promoted in three categories like, Level-2, Level-4 and Level-5, Mohapatra said.

Mohanty said the state government also indirectly approved a hike in Grade Pay to Rs 2800 from Rs 2200.","Odisha govt to restructure cadre of primary school teachers","961429199","2018-10-04","https://www.business-standard.com/article/pti-stories/odisha-govt-to-restructure-cadre-of-primary-school-teachers-118100400847_1.html","Business Standard",FALSE
"3852","","HYDERABAD: More than two weeks after a school girl was sexually exploited by a school supervisor at a Tolichowki-based international school, the Telangana department of school education (DSE) has asked the school to shut down its pre-primary division.

The district education officer (DEO) has instructed the deputy education officer (DyEO) and deputy inspector of schools, Golconda Mandal, to conduct meetings with parents and accommodate children in the nearby schools. A total of 218 students are studying in the pre-primary section.

B Venkata Narassama, DEO, Hyderabad said the management violated rules in force and did not provide safety to the pre-primary class children. ""They have been running the pre-primary school on the third floor, instead of the ground floor. Moreover, the management had been running pre-primary classes without obtaining recognition,"" read the closure order issued by DEO.

""In our enquiry, it was revealed that the Tolichowki-based school has failed to fulfil the conditions laid down by the National Commission for Protection of Child Rights (NCPCR). As the competent authority, I hereby issue orders to close the said school with immediate effect,"" the notice added.

Speaking to TOI, Narassama added,""We have already identified about five schools in the nearby locality and parents will be given an option to select a school of their choice in the meeting, which will be conducted on Wednesday. We will also make sure the school management will reimburse the fee to all parents.""

The school, which was supposed to file a counter in a case filed against them in court, failed to file one and requested the court to grant it 10 days' time to file their version. The court directed the petitioner to approach the education department and submit a representation, asking them to provide security to the students studying in the said school.

It is worth to note that the Court has already directed government officials concerned to respond on the issue of taking over the management of the said school.","Under-fire Tolichowki school told to shut its pre-primary section - Times of India","959242409","2018-10-02","https://timesofindia.indiatimes.com/city/hyderabad/under-fire-tolichowki-school-told-to-shut-its-pre-primary-section/articleshow/66036279.cms","The Times of India",FALSE
